ID	H3_212	H3_213	H3_216	H3_217	H3_219	H3_220	H4_130	H4_132	H4_134	H4_137	H4_138	H4_139	H4_140	H4_142	H4_143	H4_144	H4_146	H4_147	H4_149	H4_150	H4_151	H4_155	H4_156	H4_160
chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	1.19238321990038	1.08846660154385	1.0555269263649	0.871395708235315	0.811055513863933	1.25626451745107	1.24894842230155	0.982497399924482	0.990344826384951	1.12299356149304	1.08839393717672	1.16007832239612	0.974556525580752	1.14486064375894	0.879900877740079	0.898721003686487	0.892405717414469	1.15470635429251	0.821458790719789	1.02322705569369	0.987973306005586	1.08618712157143	1.03162885637298	0.930007852361627
chr20:58388228:58390229:+:VAPB,VAPB;NM_001195677.2,NM_004738.5;mRNA,mRNA:tss_coverage	1.13422664038223	0.897402767366089	0.974297660396521	1.15422750839163	1.04794509451401	0.959785404673657	1.02286029857293	0.979207991552945	1.0726035602882	0.777984015649945	0.954386325983269	1.02549465984825	0.924827896700885	1.0264308764859	0.913995892064275	0.949311048891584	0.973537023096336	0.971649227336798	1.00515029945716	0.946779988592881	0.99194662036181	0.853337448168073	0.879737105821899	0.90891380454757
chr10:5093413:5095414:+:AKR1C3,AKR1C3;NM_001253909.2,NM_003739.6;mRNA,mRNA:tss_coverage	0.680122259059543	0.995646889073683	0.981285795282495	1.06294182240435	0.886193322522	0.819406506180322	1.05740647563226	0.866707353516152	1.02646780685419	1.03362476608584	0.956285390020548	0.888852534532444	0.94851198883432	0.764452946849059	0.918135278403489	0.939406402481547	1.02974235155314	0.947244725345811	0.855677043809562	0.951731721641618	1.06299975093533	0.992725192183052	1.03537196052652	0.895680772837746
chr14:58243842:58245843:+:PSMA3,PSMA3;NM_002788.4,NM_152132.3;mRNA,mRNA:tss_coverage	1.02229521046375	1.07002177463638	1.15020324704964	0.976663895782216	0.989669612418093	0.924330162724963	1.02964597452192	0.844221550116818	1.07042783811662	0.953202220192657	1.12735526868197	0.970570519856353	0.907231557968942	1.08928781059815	1.02349551869826	0.996475580128706	0.948378551124188	0.916461686618093	0.941152331396275	1.09493661283262	1.01643840419934	1.07539088317696	1.06893874103657	1.08117317342587
chr1:43524091:43526092:+:PTPRF,PTPRF;XM_011541871.4,XM_011541872.4;mRNA,mRNA:tss_coverage	1.28074683667978	1.02979622845068	1.09357375146908	0.942717161636197	1.08416965083596	1.27189834343087	1.09435511727808	1.01508556961341	1.08834263862827	1.01647595597741	0.875786891635916	1.25635811963571	1.16544926410167	1.29983276913674	1.04326918042296	0.998441692629956	0.874090177791832	0.978507357495181	1.17226268889617	1.14314581024307	1.0604896993886	0.922039125462596	1.03180764803337	0.841568656341762
chr16:18875103:18877104:-:SMG1;XM_017023067.2;mRNA:tss_coverage	0.710999937340028	0.923487097620014	0.895984355630428	1.16336742087949	0.865253413369028	0.796901969811892	0.989655999274825	0.921953707691145	0.771791957743993	0.863106291039933	0.947819870103697	0.885592721546602	0.828865400346136	0.831639026751976	0.90406796393937	1.08401358634366	1.13949029725494	0.909025767446859	0.923007294076287	0.956478812792213	0.847191056866017	0.944410986670729	0.986984579971455	1.0184479242783
chr8:70606668:70608669:-:TRAM1,TRAM1;NM_001317805.2,XM_047421636.1;mRNA,mRNA:tss_coverage	1.01360905183375	0.885263532212367	1.03774687912241	0.927710765411188	1.00918370282874	1.20487929152191	1.27615165524894	0.898825431804207	0.980754871284481	1.15644866880498	1.18085668692013	1.17539091966831	0.973025189346973	1.182710367933	1.00770177458748	0.991060997457331	1.12386346845418	1.06061051785232	0.985153668951294	0.791037324965447	1.07004978943912	1.25691949697258	0.989249039843562	1.029318706688
chr20:36172763:36174764:+:EPB41L1;XM_011528685.1;mRNA:tss_coverage	1.35796335071735	0.848853970141502	1.2373234042382	0.844986506530737	1.15522518577926	1.29113563122197	1.03485704125298	1.07564952290819	1.0978254294151	1.11941761004781	1.1097907941922	1.23662315580329	1.02542704210849	1.23733878167536	1.03981347568362	0.970634959114402	0.864679708062218	1.11780251462657	0.989817859409532	0.95018317228545	1.00825629314134	1.036559653095	0.978797938265106	1.06280905475125
chr18:63489613:63491614:+:SERPINB5;XM_006722483.4;mRNA:tss_coverage	1.27028489150729	0.907430131523267	1.12323670204936	0.92037189417307	0.89281435438566	1.14445392158	1.03532873214046	1.17385642120611	0.955766730221466	1.11817742023347	1.06823125206273	1.25574469178685	1.014641999284	1.30491737864078	0.978106260070621	0.98548743353715	0.968646359648	1.15428186496228	1.04200531325642	1.07210498444591	1.08881948632376	1.16407319128542	0.983088168328337	1.0548276370399
chr1:22709837:22711838:+:EPHB2,EPHB2,EPHB2;NM_004442.7,XM_006710442.5,XM_047449104.1;mRNA,mRNA,mRNA:tss_score	1.05572610800291	1.28393707542647	0.839395149878179	1.06549770004873	1.13340439969586	0.797067693625353	1.42464099814446	0.272843296578591	0.303426985222674	0.977921710787179	0.646662791576703	1.28372090518506	0.500510865254623	1.06218771881776	0.957054748788449	0.677909992394997	0.605739801396088	0.874417880155862	0.706409597345498	0.879567382885459	0.95484764904589	0.73466534474207	0.278576115254883	0.343413071812317
chr14:104794747:104796748:-:AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1;NM_001014431.2,NM_001014432.2,NM_001382430.1,NM_001382431.1,NM_001382432.1,NM_001382433.1,XM_047431074.1,XM_047431075.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_score	1.31098398317099	1.51523798285395	1.24911767261919	0.46972802991825	0.961449774272911	1.13608799494689	1.31383885421371	0.442867096865106	0.612939516939874	1.16090480308727	0.799582652271861	1.76635673084692	1.22174217184143	0.930159899581589	0.621390984719515	1.23558387221034	0.561013430064108	0.717378347707751	0.513570065449444	0.694392076052768	0.583284119464154	0.597507127174548	0.329643968356191	0.590152171959058
chr22:45009004:45011005:-:PHF21B,PHF21B;NM_001135862.3,NM_138415.5;mRNA,mRNA:tss_score	1.35594016932548	1.29945744641956	1.3401403140256	1.16567502603276	1.35242425125173	0.981639326312426	0.946322722055864	0.529758382835312	0.354118882857029	0.917738884730371	0.934333213171198	1.16342968519147	0.887528223541208	0.922486817811629	0.752256329291429	0.914401694755297	0.675893409870992	0.766331593555018	0.918257092810334	0.718234406052098	0.595962828462108	0.64033727595949	0.936262866631834	0.522642808578217
chr4:73435220:73437221:+:AFP,AFP;NM_001134.3,NM_001354717.2;mRNA,mRNA:tss_score	0.513427565864715	0.876303702294233	0.693817953290732	1.33310893435492	0.728324719862587	0.794986398962531	0.859975094070495	0.759237926236728	1.02330122558144	0.835190733748682	0.920895812207692	0.743225766036209	0.885914378354069	0.574690596669577	0.933685386522525	0.963967187746453	1.00168006427799	0.889996151063553	0.981373630985817	0.607144708193811	0.657709056325286	1.16692374226892	1.02579591742731	0.895693537844497
chr12:107072006:107074007:-:CRY1;XM_047428318.1;mRNA:tss_score	0.535468575415969	1.17615877149808	0.675978478451665	1.11264431715328	0.822343116887278	0.560264472422068	1.05959456214134	0.736904675101627	0.857103232871715	0.967315732671553	0.874705850326016	0.800467148292114	0.929663678127541	0.802399057841809	0.65727936089403	0.934684080887493	1.38255804951787	0.85579206546536	0.918849482109642	0.947229870597647	0.861399051951277	0.773434732290163	1.47178429245543	1.12436241520048
chr6:13687980:13689981:-:RANBP9;XM_017010149.2;mRNA:tss_score	1.12194232618219	1.02508398628439	1.12096116501437	1.13063638592693	0.871614025368841	1.25958294161327	0.92814964199601	1.09982938313776	1.03555715471362	0.932052734877639	0.473511714291356	1.04741387711253	0.977088338243939	1.15244519781536	1.05043008515544	0.848231859435991	0.869810406568264	0.843181020085058	0.883573710648395	0.981859314213679	1.1365284758957	0.89776735733586	1.03552083967335	0.900932792160469
chr3:24483094:24485095:-:THRB,THRB;XM_047448797.1,XM_047448816.1;mRNA,mRNA:tss_score	2.02384394429172	0.866394695916997	1.47728056936294	0.873134202959948	1.10874959964512	1.37090024604465	1.10747545037154	0.879928585970936	1.16892642966844	1.04213167919238	0.95895090239789	1.22518395575602	1.07248375684604	1.17697543728322	1.07591218414721	1.06113476302216	0.773505660717126	1.28157566944879	1.02369189592379	1.45778966599892	1.05129442118407	1.0965718447096	0.92629118345086	0.886475969271917
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_score	1.98181940928089	0.947080585260622	1.34790087188608	0.733077760442992	1.35293514396309	1.17553340622565	0.908607994590335	1.33847222879966	1.154219040792	1.01024834284677	1.00265085943824	1.32952582144231	1.08005401246557	1.12821029887658	0.90662814758967	0.923921942697022	0.942799561220978	1.37826400050238	1.17789568951272	1.19432811388443	1.25593112722327	0.932787498659751	0.886520664982859	1.22370712906654
chr7:112046463:112048464:-:DOCK4;XM_017012822.2;mRNA:tss_score	0.474318481979974	1.10133843087904	0.82251802826035	1.32699036785986	0.917477925865135	0.817056411116568	1.12524221981291	0.781143466091466	0.920634702247789	1.13802304932043	0.665580384742665	0.815119130088121	0.9573634122012	0.53314909903013	0.853296515003558	0.946198700348528	1.07832658418824	0.788893674442403	0.856815626670859	0.856373029722258	0.659583648066511	0.809149994621334	0.992079300435425	1.23660322900665
chr1:110390025:110392026:-:SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4;NM_001201546.2,NM_001201547.2,NM_001201548.2,NM_001201549.2,NM_001319220.2,NM_004696.3,XM_005271317.6,XM_006711033.4,XM_047433967.1,XM_047433980.1,XM_047433986.1,XM_047433990.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_score	1.34577043400217	1.03244272188641	1.2610828235105	0.923558689231826	1.07171888826977	1.21610104287163	0.846835542137521	1.04670621925638	0.984052609919558	1.16395763029884	1.19791922251796	1.04386587553859	0.950358549966836	1.20994124180483	1.07210743126214	0.930736307853863	1.01839744430599	1.32593897955494	1.2457226645604	1.17300368136732	0.964930346270228	1.19050915236808	1.13850426223951	1.16958862500423
chr7:148845577:148847578:-:EZH2;XM_047420005.1;mRNA:tss_score	1.27772960719592	0.859320535498739	1.20690764518724	0.690705849292541	1.21240392341274	1.1950551414393	0.915747487265953	1.05791400178201	1.00202962730735	1.09701929261257	1.10790841994567	1.01838292442789	1.10741146972091	0.943608056485709	1.15616271317033	1.04224089259234	0.816891078496925	0.952742877249107	0.86846540603363	1.19172965828004	1.01422545517499	0.879263101921638	0.940122443676608	1.40149134603253
chr16:69625435:69627436:+:NFAT5,NFAT5;XM_011522820.4,XM_047433511.1;mRNA,mRNA:tss_score	1.33662402289227	0.879731968924951	1.08053347960869	0.775810822496494	0.973122479275959	1.40801083434801	1.05025083160234	1.36729564774105	1.54808334771811	1.24929747717923	1.14289842815696	1.55165723037976	1.13447880768313	1.45930229715137	1.20438512165606	0.720412644584717	0.943849497977291	1.27572628171708	0.822264558751839	0.869381340335835	1.37281731836928	1.2231983876346	0.963927743168124	1.09293803805751
chr1:50861896:50863897:-:FAF1;XM_024452734.2;mRNA:tss_score	0.760849947970854	1.30055060917095	0.769279090201187	1.15488163806735	0.839312070667666	0.755646178367043	1.04984516176713	0.898061028740615	1.04434959144865	0.844333316986907	0.966589148869709	1.01959843124303	0.945295172236132	0.854809129038482	0.944552711366494	0.843757446801747	0.916657377404929	0.967010467948804	0.906847771667479	1.19242901955738	0.934723061461781	0.927306296564897	1.01060258610922	0.856666001940576
chr10:60931511:60933512:-:RHOBTB1;XM_024448273.2;mRNA:tss_score	1.68776507084966	1.06330850465225	1.06260900149513	0.7831316059477	0.98506181609894	1.62550825452173	1.10061293848093	0.978303876953229	0.969569896042214	0.846343684261694	1.1947295961709	1.05154264289721	0.965924633689602	1.29108271496632	0.988461262527218	0.933585817602555	1.10068839475878	1.12363349664405	0.940642571570804	1.00701570554263	1.0172712868107	1.05182236338401	0.825577237624175	1.32153782304702
chr17:2612656:2614657:+:PAFAH1B1,PAFAH1B1;XM_047436163.1,XM_047436164.1;mRNA,mRNA:gini	0.957776563333445	1.04682204509938	1.07723060654324	0.855310489983065	0.970416084541241	0.994612916554244	1.04281019229191	0.877952959269563	0.919384732676858	1.06940744449311	0.931227069674813	1.01915154728545	0.979564500124555	0.829982946659209	1.06085112919673	0.922336670501489	0.858131724230436	0.921223822895517	1.08047467827637	1.04339837810641	0.791854433676616	0.91258692276371	0.934084433972977	1.0945473720795
chr15:34336015:34338016:-:SLC12A6,SLC12A6,SLC12A6,SLC12A6;NM_001042497.2,NM_133647.2,XM_006720793.5,XM_011522269.4;mRNA,mRNA,mRNA,mRNA:gini	1.0193332177793	1.00847923186323	1.04021612325254	0.870750158611559	1.17626764344219	0.971994011531522	0.895055200817848	0.942131612152653	0.909886884410813	1.03241972233407	1.02123127818775	1.00283768709817	1.03373396245219	0.826336767490387	0.915089108876911	1.02916608462353	0.782889090441605	0.948925269029948	1.00550175790812	0.92300216885252	0.941313884331085	0.959950370983112	1.04764234830715	0.946487331649279
chr2:32263885:32265886:-:NLRC4,NLRC4;NM_001199138.2,XM_047445356.1;mRNA,mRNA:gini	0.9082468186461	1.05951433084018	1.11164061940812	0.912063370365985	1.10592414997933	1.27828096551726	1.01522654672026	1.03097840733001	0.905739216850414	1.11591971543534	0.9007643231573	0.933684064614113	1.18985538596237	0.904931707807188	0.864306184002595	1.07652087656097	1.01531048341227	0.926956989705757	1.17760958286436	0.957053793906213	0.860452363575729	0.939336440869186	1.00800796227504	0.935360212873635
chr21:38228925:38230926:+:KCNJ15,KCNJ15,KCNJ15;NM_001276437.2,NM_001276438.2,NM_001276439.2;mRNA,mRNA,mRNA:gini	0.934712373121284	0.854795938607078	0.956025510115212	0.938664507416815	0.857100603960039	0.981085755640003	0.877230872984621	1.082290332901	1.14995808359941	1.01451464257082	0.953148645774694	0.999825901697614	0.887468863660795	0.850147056563434	1.04742328956563	0.946982471637251	0.959899068718889	1.01376219989621	1.12951921744777	1.23649140478779	0.922783056560191	0.92540820389859	0.871230828938564	0.872268547504471
chr7:97731085:97733086:+:TAC1,TAC1,TAC1,TAC1;NM_003182.3,NM_013996.3,NM_013997.3,NM_013998.3;mRNA,mRNA,mRNA,mRNA:gini	0.879068124411644	1.04925685635559	0.927179337243934	1.08474194482907	1.04071593053769	1.00069436522775	0.952483936811688	0.978045778554378	1.0506355286777	1.00885977662429	1.07968356662182	1.02694268906612	1.02629669034554	0.966973028263749	0.895295125127375	0.923238950693032	0.934718219257881	0.892846735208413	1.05588498929587	0.9430113733415	1.04442470496811	1.01517427036165	0.982136850777627	1.05383894399199
chr12:10452376:10454377:-:KLRC1,KLRC1;NM_002259.5,NM_007328.4;mRNA,mRNA:gini	0.915037169162194	0.943323616716255	1.04459423389098	0.958780784520287	1.10307163064545	1.04815016975625	0.955556903153749	0.951765604117256	0.892267121278615	1.05568643795041	1.04346579475076	1.20565514048618	0.973429465215279	0.895608388130747	0.885032328619077	0.954819599835458	0.845784482759748	0.832062434439007	1.10605407064014	0.987227978308801	0.890981997302248	0.86669070375759	0.879056465564595	0.964123541858196
chr3:142028179:142030180:-:TFDP2,TFDP2;NM_001375774.1,XM_047448776.1;mRNA,mRNA:gini	0.967606528383639	0.841249916560453	0.959990484130948	0.93526661906863	1.00842940801794	1.09009101567948	1.15244863284579	0.979007893890234	0.913711280476326	0.896077859570231	0.847191965123065	0.951159017902328	0.92716881404548	0.963296369170648	0.963777824252479	0.973249838853862	0.996104284742297	1.04899166769062	0.902358988105114	0.992432291685401	0.771635679689427	0.896264693008974	1.04741461260315	0.922569641078668
chr6:32636405:32638406:+:HLA-DQA1,HLA-DQA1;NM_002122.5,XM_006715079.5;mRNA,mRNA:gini	0.980444771435088	0.931737931599974	1.15553462875814	0.998566811492963	0.9783711133775	0.942479476877546	0.931709693077013	1.06844762916845	1.0191508697796	1.11835482566293	0.969307367219953	1.10600469545586	0.935216999345493	0.870646185205881	0.952913449477762	0.893214482678396	0.941472411565657	1.06914737940403	1.21667921959509	1.08781189183121	0.878053996230207	1.04418221234219	0.928228062029522	1.01594376140089
chr20:19933132:19935133:+:RIN2;XM_017027889.2;mRNA:gini	1.03369367175303	0.897466207452759	1.02643022509807	0.923973218909878	1.10617503300229	0.911518883954786	0.982528851618518	0.825548716554061	0.834359480399465	0.88529524948152	0.983572091475276	0.953204397551824	0.920703847053401	0.927897930724622	1.13737081671074	1.04766095517217	1.0214645928307	0.872266034688977	1.00796807150741	1.03225766848715	0.950293086712568	0.868372739338233	0.951623547625849	0.858984346585253
chr8:92061708:92063709:-:RUNX1T1;XM_047422375.1;mRNA:gini	0.833311208743351	0.932697209048488	1.03369318939419	0.82194898052998	0.94741646974749	0.941880078725213	0.92405270945044	1.1189225247559	0.929227380577647	1.05853525886541	1.01918260452038	1.15246982986948	0.932318081382793	0.964810059963197	1.00690410159037	0.882770827738235	0.925383869325455	1.05371665863585	1.08817642761338	0.916747299381787	0.835267947996445	1.08352284376864	1.00121848833254	1.05021577521668
chr3:69762810:69764811:+:MITF;NM_006722.3;mRNA:gini	0.98053009358122	1.13063631111412	0.967496339897128	1.04249440087823	1.06823794007104	0.922952095742723	0.936638999173298	0.953559340881467	1.02994008440803	0.983558902378183	1.02646165625707	1.04809804640455	0.885984793721398	0.881159656470905	0.997338502612451	0.935100851636198	1.0104183454248	0.881343679155992	1.11699578748065	1.07370223283657	0.86417980722627	1.00921619776136	0.963559191540224	0.923157738289861
chr3:45893216:45895217:+:CCR9;NM_001386447.1;mRNA:gini	0.938376291629252	0.884571318674725	0.976380416254554	0.893760903676331	0.876265685892093	0.891728574861764	0.941700140529745	0.906618092158055	1.03559324772267	0.996013153020534	0.95062249302731	1.04232926647329	0.870155360266328	0.944565144404602	0.979018195809989	0.98252989825243	0.93667768796146	0.894135868967258	1.08500247152191	1.17152978493997	0.963636130865203	0.97148653011039	0.879516952764781	1.11246090628875
chr12:9115228:9117229:-:A2M;NM_001347423.2;mRNA:gini	0.940659991347236	0.994864063271106	1.1295009105161	0.936821603307112	0.836672018552333	1.00282785692715	0.942226064407541	0.93380986371896	1.01300955242504	1.33916749011472	1.04774355384685	0.957849179418641	1.00567046118865	0.801373507777023	0.931530907911453	0.897406058730979	0.804898798862301	0.902936190659003	1.17339924618355	1.08498476368336	0.909550406195678	0.80845061903544	1.07649816617111	0.997235095271957
chr6:31009473:31011474:+:MUC22;NM_001395414.1;mRNA:gini	0.945334205834052	0.955747026024395	1.06835175480644	0.953099557581888	0.966690366265868	1.02920119129228	1.14272735464759	0.952357463822057	0.815253670987151	0.984439261685511	0.830688811028258	0.990705031488813	0.95396373172987	0.835735934617648	0.970712592956806	0.927344487244804	1.00055845261243	0.945080145906403	1.19699757089259	1.01087832685973	1.00781689435708	1.02104723365351	0.979809700167833	0.991722669767682
chr2:64103747:64105748:-:PELI1;XM_047445140.1;mRNA:gini	0.841718386888489	0.921943508793681	0.856886728025256	0.929882979481626	0.964595770395235	1.11282143985826	0.926070385253614	0.968038724751608	1.05370229364275	1.06740098015778	0.870304174746925	0.962444976613906	0.986304895144716	0.829312066694658	0.842335012427104	1.0211969668773	0.891211770122349	0.900164821030809	1.12488365399847	0.926166134620949	0.921225110928539	0.910364793827577	0.97587759666498	0.957986502853069
chr12:68158739:68160740:-:IFNG;NM_000619.3;mRNA:gini	0.973105650912815	1.05927504204546	0.918066506259451	1.02985570427085	1.02765038742509	0.952783023291879	0.96848238627813	0.975708314020151	0.940764409591794	1.12727022560117	0.917627421802645	0.996637287213658	1.00944720791437	0.845173382525674	1.01357855174488	1.11050029005623	0.901987140829322	0.91899279289732	1.09274553226657	0.977256191461078	0.974201850951366	1.01312727089154	0.97132020956644	0.984610363186878
