ID	H3_198	H3_199	H3_201	H3_202	H3_203	H3_204	H3_205	H3_206	H3_207	H3_208	H3_210	H3_211	H3_212	H3_213	H3_214	H3_215	H3_217	H3_218	H3_220
chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	0.969306003627456	0.825723861289685	1.03292016999196	1.27047500777752	0.673825624120159	0.829364240133581	1.34353542962166	1.21215761686625	0.937784724398198	0.704607672553557	0.891278534754727	0.920510166362584	1.23793968068602	1.17508901526397	1.180741817449	0.929684509303249	0.852340086224762	1.04613120798975	1.20182369984015
chr20:58388228:58390229:+:VAPB,VAPB;NM_001195677.2,NM_004738.5;mRNA,mRNA:tss_coverage	0.886656546699686	1.04932017158116	0.885891772659295	0.948323793748422	0.90499869310603	0.787608047605155	0.872126806980741	0.996185953367022	1.00539091050609	0.896558839035849	0.880151350073353	0.92390106439388	1.29260683791929	0.940295972627125	1.08766176161568	1.08963218966006	1.33230914141614	0.982001041413214	0.898906362476753
chr10:5093413:5095414:+:AKR1C3,AKR1C3;NM_001253909.2,NM_003739.6;mRNA,mRNA:tss_coverage	0.833709920919302	0.848827499283069	1.09049489794782	0.879278713624342	0.873337941490618	0.942102743018487	0.912120308273632	0.930582563693586	1.16587889808764	0.86765474956474	1.01697086243768	1.00704800276373	0.780390536410236	1.08213380366065	0.729419276378792	1.07595694862199	0.977518173112085	0.761138522457936	0.829706320454884
chr14:58243842:58245843:+:PSMA3,PSMA3;NM_002788.4,NM_152132.3;mRNA,mRNA:tss_coverage	0.755874708417854	0.815793757063768	1.14831761005817	0.931291476736721	0.848418926961303	0.962820677842841	1.07478953986788	0.978169436476371	0.863547198342714	0.911777707918934	1.12387786666064	0.846857436746498	1.15649338761994	1.09080464958145	0.982919876160553	1.13943099294855	0.844418532541031	0.82812593475708	1.03390307129339
chr1:43524091:43526092:+:PTPRF,PTPRF;XM_011541871.4,XM_011541872.4;mRNA,mRNA:tss_coverage	1.19898042133078	0.912765231089821	0.784168671096125	1.09970146151206	0.920210002271108	1.11172802139103	1.1653791181779	1.24259853780052	0.970016996152214	0.848601622829125	0.960494017927498	0.962116389429117	1.24195756636355	0.990881182535011	1.39965188529788	0.941993374773773	1.02086034398208	1.02460982275948	1.28605604898776
chr16:18875103:18877104:-:SMG1;XM_017023067.2;mRNA:tss_coverage	0.851962305169029	1.12467243752063	0.759321036150995	0.919754568301721	1.02902790272364	0.992275284539906	1.04130743828074	0.940373270765959	0.834615445729427	1.09351837612006	1.31400864668105	1.06427586843411	0.773238005973215	1.05443846202555	0.683721776434214	1.18819577609768	1.15179525157207	0.868522958199572	0.767250992470762
chr8:70606668:70608669:-:TRAM1,TRAM1;NM_001317805.2,XM_047421636.1;mRNA,mRNA:tss_coverage	1.17062178169689	1.18694859644627	1.05758393686794	1.06539628610951	0.915146090490418	1.16413344197804	1.03563489232682	0.903405204723093	0.938454900636563	0.912845612253661	1.03654596505267	0.774311611537443	0.902211696139698	0.900097657540406	0.960159576665051	1.01194468947351	0.832160441603991	1.28936985627087	1.31000765287103
chr20:36172763:36174764:+:EPB41L1;XM_011528685.1;mRNA:tss_coverage	1.2341951011363	0.974307996888853	0.940893502781252	1.14793301116201	1.07675831837583	1.03009740107576	1.10008739320754	1.23181453696768	1.01550892394511	0.909151918311382	0.732723580214471	0.910361180990782	1.40895473519343	0.898333729256098	1.33500445777612	0.90516245805966	0.847991925844432	1.10897051809138	1.3215333772957
chr18:63489613:63491614:+:SERPINB5;XM_006722483.4;mRNA:tss_coverage	1.24136590710723	1.01525939636224	1.05713094645659	1.23855113780047	0.920400779239451	0.896491288921839	0.966678583072836	1.05830945035194	0.935563698227023	1.23182108090436	0.952697507542464	0.856923331168621	1.29670990648213	0.939941768548376	1.32927769565253	0.866059918661867	0.875910326991016	1.03344750943472	1.18656601495758
chr1:22709837:22711838:+:EPHB2,EPHB2,EPHB2;NM_004442.7,XM_006710442.5,XM_047449104.1;mRNA,mRNA,mRNA:tss_score	2.41913141130095	1.22077590126044	0.794082101914034	1.35014138721194	1.76052427107264	0.564607314951962	1.38684174504307	0.392073647153057	1.05042149540037	1.08160066713855	1.38851928656376	0.741417733528228	1.33625798175539	1.20278667983323	0.951186899608337	1.92288468857111	1.19237325616209	1.11902493438677	0.880399058406718
chr14:104794747:104796748:-:AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1;NM_001014431.2,NM_001014432.2,NM_001382430.1,NM_001382431.1,NM_001382432.1,NM_001382433.1,XM_047431074.1,XM_047431075.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_score	0.261215632520944	1.2009160590576	0.907298573664203	1.74751294022186	0.684690040564935	1.00088419536361	0.896179890394536	1.18635730812106	1.74220272095075	0.195591768636684	0.929908285283381	1.3319354325042	1.34802402926267	2.22846128286819	1.13225163664102	1.39169182924283	0.429895020444043	1.03356268565479	1.21000608918538
chr22:45009004:45011005:-:PHF21B,PHF21B;NM_001135862.3,NM_138415.5;mRNA,mRNA:tss_score	0.911628539559679	0.873512981050046	2.12829180120334	2.13714626058825	0.802577904066543	0.737815894160729	2.002191222719	1.04642143882512	1.45702580355105	2.00031651756182	1.05978100756004	1.19754324425032	1.19342855489617	1.28420712084583	0.932860715401239	0.856761294811984	1.31021573160692	1.17188766419427	0.992866660091099
chr4:73435220:73437221:+:AFP,AFP;NM_001134.3,NM_001354717.2;mRNA,mRNA:tss_score	0.662590495939959	1.22485253376754	1.02859894090995	1.00613923449127	0.959666773689361	0.826698463557631	0.961594239609228	0.916414804921903	1.01709269399318	0.784198481574431	0.916459459272296	1.19400612861426	0.421871526102865	0.989742163579475	0.619874674667261	1.08165614891473	1.34849861084083	0.85375342487343	0.887744160543927
chr12:107072006:107074007:-:CRY1;XM_047428318.1;mRNA:tss_score	0.670483129427309	0.864828639015457	0.831167647369981	0.765994001484447	1.54504711642247	0.970779473168382	0.822222403088321	1.15985047474708	1.1162344308387	1.35443273411032	0.841751140495525	1.16806578550254	0.591371313531221	1.0012181063098	0.378124725813917	1.21494149360799	1.11244548788898	0.681567892015208	0.599189367424317
chr6:13687980:13689981:-:RANBP9;XM_017010149.2;mRNA:tss_score	0.973595264064516	1.37444026079189	1.45971103886312	1.53762106802163	1.13104194089002	0.972909366767477	1.17664112840668	1.37121805895323	0.690617129735739	1.16718685822181	0.704159226087378	1.02189765572394	1.02796646167296	0.942595943829271	0.896610916374537	0.714814866628644	1.04229890659173	1.20624526219974	1.31261297548322
chr3:24483094:24485095:-:THRB,THRB;XM_047448797.1,XM_047448816.1;mRNA,mRNA:tss_score	1.79864646089332	1.14687043388482	0.996620583902015	1.10771948684742	1.06888633151536	1.02130833190094	1.06937250156555	1.4652830295082	0.790508953425068	0.562398330823452	0.926227097714635	0.758491397910534	2.13012240068687	0.90221181485375	1.41523451826424	1.06755007135567	1.05576097353717	1.72606776831504	1.46681688389646
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_score	1.07087761131734	0.942010562857947	1.00605568391494	0.72534389929756	0.943609574566159	0.869102425265912	1.0601786516053	1.13973974233118	1.19629262359987	0.524651643924993	0.811376503474815	1.182443518803	2.17008072573769	1.16281499765451	2.23762695983346	1.11834497116223	0.910960717885594	1.19401444631579	1.34358184767346
chr7:112046463:112048464:-:DOCK4;XM_017012822.2;mRNA:tss_score	0.49754685326908	0.954679310580443	1.24837007222528	0.798673931380129	1.08157843070245	1.06472852792809	1.06267162551603	0.845543544679871	0.737714682770786	0.87210532471733	1.05205234210495	0.982744546397744	0.454940120804472	1.15516872421337	0.588295600267436	1.41918978038723	1.06021257547293	0.824663522355153	0.718332403150393
chr1:110390025:110392026:-:SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4;NM_001201546.2,NM_001201547.2,NM_001201548.2,NM_001201549.2,NM_001319220.2,NM_004696.3,XM_005271317.6,XM_006711033.4,XM_047433967.1,XM_047433980.1,XM_047433986.1,XM_047433990.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_score	1.3802564107744	1.68793388320907	0.994014642360493	1.00505639822578	0.973902403216371	0.817693196966564	1.00513156912529	1.20691127854673	0.811658904366285	1.24278643861013	1.01471847663556	0.672006864738842	1.37168716194129	0.973582396770323	1.15581299470496	1.03140084553849	1.00038987596363	1.06105731097341	1.04702446153534
chr7:148845577:148847578:-:EZH2;XM_047420005.1;mRNA:tss_score	0.929992375396674	0.650812621846456	0.719975276265044	0.828458460200714	1.09814371281141	1.21844532267848	0.955130511877659	1.08486436215988	0.969174697118633	1.19476171396405	1.06463791506779	1.12828404942931	1.417521998176	0.753386165930902	1.26168454640304	0.844054522103202	0.668069038218023	1.06451308987589	1.41348624403097
chr16:69625435:69627436:+:NFAT5,NFAT5;XM_011522820.4,XM_047433511.1;mRNA,mRNA:tss_score	1.16404663532574	1.21772023129642	0.797563877746261	1.20177690873541	0.983473184394395	0.851501273158521	0.726910708169159	1.14454118311473	1.11701143634924	1.43350252472777	0.812286515227895	0.785129598223821	1.88255910213898	0.990639623268338	1.83071116487813	1.03789071861671	0.93489305497201	1.1391910159863	1.49351560498352
chr1:50861896:50863897:-:FAF1;XM_024452734.2;mRNA:tss_score	0.873492632082901	1.11954499312503	0.798631456643807	0.91471148977746	1.03037686340852	0.623800648456551	1.0496829077167	0.846239262023953	1.06061986690148	1.21643937172431	0.872581611484244	0.850857590963565	0.868427485016959	1.49089525153446	1.15402206665386	0.936278241203973	1.27210695065703	0.859230505003206	0.753952479653169
chr10:60931511:60933512:-:RHOBTB1;XM_024448273.2;mRNA:tss_score	1.49280023355174	1.05033185717085	0.829140051580405	0.591465596300884	1.30692726827069	1.50730496656668	1.28363614240329	1.53814855166816	0.926722461661254	1.05084945401471	0.879158007166288	0.883871660111261	1.46388079159163	1.14357577937549	0.804526236297466	0.972135722471742	0.989657158335822	1.38169326903695	1.16915482477773
chr17:2612656:2614657:+:PAFAH1B1,PAFAH1B1;XM_047436163.1,XM_047436164.1;mRNA,mRNA:gini	0.975385554490788	0.931429267702	0.823516492482507	0.966914034134863	0.64572893740891	0.933639289886878	1.14059857287055	0.908775563578144	0.926994886427809	1.28145991023293	0.84873125130398	0.666729955559524	0.972074610357413	1.11376287726678	0.885853201234441	0.733733031044168	0.88212881784643	0.891283346178768	1.08863190485471
chr15:34336015:34338016:-:SLC12A6,SLC12A6,SLC12A6,SLC12A6;NM_001042497.2,NM_133647.2,XM_006720793.5,XM_011522269.4;mRNA,mRNA,mRNA,mRNA:gini	0.672619683450925	1.00641826813751	1.11191084044759	0.83880984636249	0.968014744792056	0.989585191371602	1.11505870218641	0.880003549052472	0.841797477165239	1.07946493983197	1.0804665695864	1.14131179649221	1.08818499899038	1.07057880638998	0.847791646839293	0.974846696986688	0.701111603695596	0.634387177579468	1.00261001935939
chr2:32263885:32265886:-:NLRC4,NLRC4;NM_001199138.2,XM_047445356.1;mRNA,mRNA:gini	0.98486084258977	1.10111024318006	0.992380370407812	1.04074158147741	0.900791722283301	0.891420425609199	1.07919967196897	0.983677608690488	1.25415156226358	0.941173797355686	0.817119097615103	0.917774672569941	0.980068935392399	0.927329749296651	0.797652327943556	0.819417316974565	0.80488737514341	0.897453148195806	1.3347796954195
chr21:38228925:38230926:+:KCNJ15,KCNJ15,KCNJ15;NM_001276437.2,NM_001276438.2,NM_001276439.2;mRNA,mRNA,mRNA:gini	1.13360669190276	0.912319047718455	1.07059126733025	0.909609264031017	1.11986717960425	1.12920941574628	1.06804123359383	0.801537012077597	1.11813457800802	0.977573700561547	0.85551908185126	0.747372237638392	0.990018661847675	0.884223046520974	0.853034645237543	0.986110496517539	1.04212525325919	1.134128607819	0.921194280223587
chr7:97731085:97733086:+:TAC1,TAC1,TAC1,TAC1;NM_003182.3,NM_013996.3,NM_013997.3,NM_013998.3;mRNA,mRNA,mRNA,mRNA:gini	0.979534516709543	1.00140959662985	1.05213414197872	1.01852033501874	0.929924047228252	0.966698820899837	1.02428009020325	0.946086986691908	1.3452846527734	0.751974508882867	0.909852363202336	0.887662204969405	0.874387647205208	0.939181104427046	0.717969087421048	0.894163865358797	1.00862773984712	0.958991051875156	1.10547440191494
chr12:10452376:10454377:-:KLRC1,KLRC1;NM_002259.5,NM_007328.4;mRNA,mRNA:gini	0.980812400720636	0.915396430989609	1.06746545195594	1.03162681417484	0.886544558215273	0.872277432534503	1.05395444435554	0.900400617488896	1.13416057638516	1.09212916288239	0.901303900671821	0.92184914163796	0.826700777283075	1.01827801746099	0.892462911017663	0.902898173736303	1.02726175571248	1.1485568934907	0.9508708286301
chr3:142028179:142030180:-:TFDP2,TFDP2;NM_001375774.1,XM_047448776.1;mRNA,mRNA:gini	0.993594461001844	0.976394034617388	1.00209141295895	1.18899771999758	0.731951794228091	1.00240441604914	1.06599125769733	0.968293939791514	1.17649034494806	0.976464631409342	0.796843535641877	0.690930158525772	1.13239832416811	0.837295896214946	0.720743713129176	0.937345792189088	0.893772397630371	0.833280727981024	1.14399020913162
chr6:32636405:32638406:+:HLA-DQA1,HLA-DQA1;NM_002122.5,XM_006715079.5;mRNA,mRNA:gini	1.17321893097032	0.985345492827283	0.995510384373719	0.962591177675424	0.944738539558084	0.919599565590542	0.920109180684726	0.93604651871411	1.09517887525807	0.962022933345932	0.804002336219694	1.02303460104288	0.97119523119	0.939048649244494	0.786223012321849	0.988593597087239	0.966645354813976	0.805936443271903	0.834458961588389
chr20:19933132:19935133:+:RIN2;XM_017027889.2;mRNA:gini	0.78989140140587	1.09602498679398	1.02128521677697	1.03630460107937	1.07265748734934	0.951691497827491	1.00207558193188	0.912650897329072	1.00188242323973	0.89600780255708	1.02773035803014	1.03099768684473	0.968907137264153	0.930223883073377	0.876885996653893	0.776842711249614	0.999831000050343	1.04856596641918	0.941052592208541
chr8:92061708:92063709:-:RUNX1T1;XM_047422375.1;mRNA:gini	0.843388814370128	0.923976197053823	0.817084998683618	0.939928737468244	0.800162985943482	0.890779458920062	0.931761738513973	1.09535001382939	0.960192329569398	1.28825321547655	0.808656604726182	0.896294469046915	0.811621934896623	0.836374896534982	0.831590780531035	0.902824828878259	0.762586195851626	0.977093792623958	0.942763634325503
chr3:69762810:69764811:+:MITF;NM_006722.3;mRNA:gini	0.897560033802604	1.00221833987469	0.930105529061825	1.2100901197969	0.841391440318453	0.921322469425464	1.00909356717985	1.02459550951636	0.960259283537433	1.03710662153284	0.985268960289116	0.95012078602021	0.852867109452644	1.29687179594185	0.851822699522616	0.750934318646367	1.00531201534024	0.930029739593202	0.847397694196319
chr3:45893216:45895217:+:CCR9;NM_001386447.1;mRNA:gini	1.19237812097686	0.864783425026218	1.08859454163392	1.12209122020362	1.11340141045028	1.16141863936635	0.935640222988751	0.932021137490608	0.944884180561265	1.07678408084487	0.796295512266657	0.789084288568715	0.934475451382772	0.89117523173873	0.874962666072719	0.894202092880144	0.853504803277465	0.896493252665015	0.873348056464601
chr12:9115228:9117229:-:A2M;NM_001347423.2;mRNA:gini	1.1147468612343	0.87119792199963	0.772579723550568	1.02641251398164	0.949967334454875	0.989709426378245	1.11323062428782	1.14380023032628	1.18803376786508	0.994152808325432	0.974519037612581	0.867930715667313	0.875991571144574	1.16846198592369	1.04054202201052	0.711756277324346	1.08989449543531	0.788787343665364	0.998846266622536
chr6:31009473:31011474:+:MUC22;NM_001395414.1;mRNA:gini	0.979062328099129	1.11210694905773	0.871896676658571	0.911295036821584	0.872044005645916	0.900819494256849	0.81910865379266	0.982429596784079	1.04278036644653	0.946035479895276	0.992902667320801	0.982310326956051	1.01457593616311	0.913233670059669	0.855558655675955	0.899304702040331	0.965199482039654	0.928678350227613	1.06294576733015
chr2:64103747:64105748:-:PELI1;XM_047445140.1;mRNA:gini	1.0239944050105	0.861562874485081	0.957342193887459	1.10770988899818	0.955242221388893	0.837337627630165	0.924117008207616	0.854138314536952	0.978956850575891	1.01389457641677	0.948279541661264	0.921854575271023	0.846524255567992	1.05348708179971	0.993050749331839	0.777106836625053	0.932199246746317	0.669117673289324	1.25363773629607
chr12:68158739:68160740:-:IFNG;NM_000619.3;mRNA:gini	0.94937677677776	0.775122477293548	0.9071911562282	1.15310122379396	0.763712828561992	0.980139695318082	0.912429039247148	1.12099578640194	0.865048478105093	1.18916433502866	0.936582526467383	0.83239580305526	0.915669783081843	1.11547967838265	0.820818759871522	0.881113112305836	1.07362659034622	0.933537780557335	1.00191642186375
